fecha,anio,mes,periodo,sistema_abastecimiento,nivel_almacenamiento_pct,afluencias_m3s,precipitacion_mm,temperatura_c,consumo_m3s,irca,clasificacion_riesgo,municipio,departamento,latitud,longitud,cobertura_acueducto_pct,nivel_servicio,tipo_region,decision_racionamiento
2025-11-09,2025,11,2025-T4,Tibitoc,53.0,8.06,2.7,14.0,14.88,3.79,Sin riesgo (0-5),Soacha,Cundinamarca,4.5951,-74.2151,98.6,Continuo,Regional,Suspension temporal del racionamiento
2022-03-24,2022,3,2022-T1,N/A,25.2,11.38,4.5,18.2,14.97,24.66,Riesgo medio (14-28),Cucuta,Norte de Santander,7.8986,-72.503,83.4,Intermitente,Nacional,Sin restriccion
2021-12-07,2021,12,2021-T4,Chingaza,65.6,12.63,2.8,14.9,17.44,4.95,Sin riesgo (0-5),Sopo,Cundinamarca,4.767,-73.9401,99.9,Continuo,Regional,Sin restriccion
2019-07-19,2019,7,2019-T3,Tibitoc,65.3,24.04,1.1,16.6,18.1,9.07,Bajo riesgo (5-14),Cajica,Cundinamarca,4.9128,-74.0356,93.7,Continuo,Regional,Sin restriccion
2020-04-13,2020,4,2020-T2,N/A,42.5,3.9,0.8,23.2,13.21,34.57,Alto riesgo (28-40),Popayan,Cauca,2.4497,-76.5989,66.5,Continuo,Nacional,Sin restriccion
2025-02-25,2025,2,2025-T1,N/A,81.9,23.77,3.7,19.5,8.36,19.2,Riesgo medio (14-28),Barranquilla,Atlantico,10.9609,-74.7939,82.2,Continuo,Nacional,Sin restriccion
2019-06-30,2019,6,2019,N/A,,,,,,,,Australia,,,,84.2,,Global,
2023-06-07,2023,6,2023-T2,N/A,41.9,18.76,6.1,23.3,11.95,16.78,Riesgo medio (14-28),Valledupar,Cesar,10.4576,-73.2788,77.6,Continuo,Nacional,Sin restriccion
2022-06-09,2022,6,2022-T2,Tibitoc,83.8,7.55,1.8,15.8,16.95,5.88,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.7105,-74.2327,89.8,Continuo,Regional,Sin restriccion
2022-02-20,2022,2,2022-T1,Sur,59.1,13.87,1.1,11.9,18.7,9.48,Bajo riesgo (5-14),Funza,Cundinamarca,4.7236,-74.2376,95.1,Continuo,Regional,Sin restriccion
2019-10-07,2019,10,2019-T4,N/A,90.6,19.38,9.2,20.0,7.87,51.73,Inviabile sanitariamente (>40),Santa Marta,Magdalena,11.2405,-74.2096,88.7,Continuo,Nacional,Sin restriccion
2022-07-27,2022,7,2022-T3,Tibitoc,79.0,17.18,2.1,13.8,16.95,5.11,Bajo riesgo (5-14),Chia,Cundinamarca,4.8608,-74.0544,91.1,Continuo,Regional,Sin restriccion
2024-11-27,2024,11,2024-T4,Tibitoc,32.1,11.13,1.8,13.8,14.62,0,Sin riesgo (0-5),Tocancipa,Cundinamarca,4.9651,-73.9071,93.5,Continuo,Regional,Racionamiento cada 18 dias
2020-01-26,2020,1,2020-T1,N/A,49.0,13.18,6.2,17.3,10.81,39.37,Alto riesgo (28-40),Barranquilla,Atlantico,10.9457,-74.7973,92.4,Continuo,Nacional,Sin restriccion
2021-09-06,2021,9,2021-T3,Chingaza,69.8,7.31,,,16.53,6.2,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5883,-74.2098,98.7,Continuo,Regional,Sin restriccion
2023-09-14,2023,9,2023-T3,Tibitoc,52.1,19.81,1.3,17.0,17.65,6.07,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7417,-74.2751,90.8,Continuo,Regional,Sin restriccion
2021-12-18,2021,12,2021-T4,Sur,48.7,20.31,1.4,13.6,15.34,7.57,Bajo riesgo (5-14),Funza,Cundinamarca,4.7175,-74.2117,90.8,Continuo,Regional,Sin restriccion
2021-04-22,2021,4,2021-T2,Tibitoc,73.3,11.75,3.5,12.4,19.25,9.48,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9459,-73.8989,92.2,Continuo,Regional,Sin restriccion
2025-01-08,2025,1,2025-T1,N/A,38.4,23.66,8.3,19.7,11.45,40.3,Inviabile sanitariamente (>40),Popayan,Cauca,2.472,-76.5817,78.4,Continuo,Nacional,Sin restriccion
2024-02-28,2024,2,2024-T1,Chingaza,36.4,4.05,0,10.4,15.86,4.5,Sin riesgo (0-5),Sopo,Cundinamarca,4.7458,-73.9427,95.7,Continuo,Regional,Sin restriccion
2021-11-16,2021,11,2021-T4,N/A,72.0,14.25,5.1,18.3,13.32,5.66,Bajo riesgo (5-14),Barranquilla,Atlantico,10.9833,-74.7622,82.1,Continuo,Nacional,Sin restriccion
2020-02-03,2020,2,2020-T1,Sur,72.0,10.67,1.1,12.1,18.52,0,Sin riesgo (0-5),Mosquera,Cundinamarca,4.7172,-74.2427,99.0,Continuo,Regional,Sin restriccion
2019-04-09,2019,4,2019-T2,Chingaza,59.6,8.22,,11.0,19.49,0.07,Sin riesgo (0-5),Mosquera,Cundinamarca,4.7007,-74.2262,94.7,Continuo,Regional,Sin restriccion
2022-04-05,2022,4,2022-T2,Tibitoc,65.7,10.89,4.1,13.5,18.75,0.89,Sin riesgo (0-5),Mosquera,Cundinamarca,4.7037,-74.2355,98.4,Continuo,Regional,Sin restriccion
2023-05-27,2023,5,2023-T2,N/A,26.5,7.21,4.4,33.6,5.71,37.86,Alto riesgo (28-40),Santa Marta,Magdalena,11.2587,-74.1797,80.2,Continuo,Nacional,Sin restriccion
2021-04-27,2021,4,2021-T2,Chingaza,66.0,20.86,3.5,13.7,17.72,8.38,Bajo riesgo (5-14),Funza,Cundinamarca,4.7086,-74.2217,94.8,Continuo,Regional,Sin restriccion
2022-05-21,2022,5,2022-T2,N/A,53.1,29.22,6.4,29.8,7.93,29.83,Alto riesgo (28-40),Cali,Valle del Cauca,3.4548,-76.5473,84.9,Continuo,Nacional,Sin restriccion
2023-06-30,2023,6,2023,N/A,,,,,,,,Brasil,,,,78.9,,Global,
2020-06-24,2020,6,2020-T2,N/A,44.5,15.38,6.3,27.0,8.38,41.95,Inviabile sanitariamente (>40),Bucaramanga,Santander,7.1405,-73.1508,77.0,Continuo,Nacional,Sin restriccion
2020-01-18,2020,1,2020-T1,Chingaza,60.9,15.93,2.3,12.6,17.22,4.79,Sin riesgo (0-5),Chia,Cundinamarca,4.834,-74.0524,100,Continuo,Regional,Sin restriccion
2021-09-17,2021,9,2021-T3,Chingaza,70.4,5.69,2.1,17.0,16.85,4.8,Sin riesgo (0-5),Cajica,Cundinamarca,4.9333,-74.0325,92.0,Continuo,Regional,Sin restriccion
2021-06-30,2021,6,2021,N/A,,,,,,,,USA,,,,87.1,,Global,
2023-01-27,2023,1,2023-T1,Chingaza,45.1,8.95,0.3,10.6,18.11,0,Sin riesgo (0-5),Chia,Cundinamarca,4.8553,-74.0502,91.2,Continuo,Regional,Sin restriccion
2021-11-02,2021,11,2021-T4,Chingaza,55.6,25.09,3.3,15.9,16.89,11.51,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.7069,-74.2463,96.9,Continuo,Regional,Sin restriccion
2022-11-26,2022,11,2022-T4,Chingaza,57.9,17.38,3.8,,15.67,10.23,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7374,-74.2859,98.4,Continuo,Regional,Sin restriccion
2022-09-05,2022,9,2022-T3,N/A,28.5,21.21,7.7,20.5,2.03,30.31,Alto riesgo (28-40),Barranquilla,Atlantico,10.9547,-74.7977,70.2,Continuo,Nacional,Sin restriccion
2023-07-04,2023,7,2023-T3,N/A,23.7,25.92,0,16.2,4.71,33.07,Alto riesgo (28-40),Manizales,Caldas,5.0418,-75.5094,84.8,Intermitente,Nacional,Sin restriccion
2025-12-19,2025,12,2025-T4,N/A,41.5,26.99,3.1,,7.18,43.61,Inviabile sanitariamente (>40),Neiva,Huila,2.9159,-75.2863,71.7,Continuo,Nacional,Sin restriccion
2024-10-30,2024,10,2024-T4,Sur,40.0,13.45,2.7,14.7,13.06,6.9,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7624,-73.9352,96.5,Intermitente,Regional,Racionamiento cada 18 dias
2023-09-28,2023,9,2023-T3,N/A,22.9,10.37,1.4,,4.54,30.88,Alto riesgo (28-40),Pasto,Narino,1.2166,-77.264,87.0,Continuo,Nacional,Sin restriccion
2022-04-07,2022,4,2022-T2,N/A,56.1,10.4,6.9,16.0,4.37,10.64,Bajo riesgo (5-14),Medellin,Antioquia,6.2676,-75.5537,68.9,Continuo,Nacional,Sin restriccion
2025-01-06,2025,1,2025-T1,Chingaza,53.0,22.59,0.4,,18.3,,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9834,-73.9096,95.1,Continuo,Regional,Campana de ahorro
2021-06-28,2021,6,2021-T2,Tibitoc,78.1,21.02,,13.9,17.27,3.15,Sin riesgo (0-5),Tocancipa,Cundinamarca,4.9748,-73.8966,92.6,Continuo,Regional,Sin restriccion
2022-02-22,2022,2,2022-T1,Sur,73.1,15.45,1.1,11.2,18.49,,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.6994,-74.227,91.0,Continuo,Regional,Sin restriccion
2020/11/18,2020,11,2020-T4,N/A,85.1,3.81,3.4,22.5,10.58,3.06,Sin riesgo (0-5),Barranquilla,Atlantico,10.9603,-74.7861,76.5,Continuo,Nacional,Sin restriccion
2022-02-26,2022,2,2022-T1,N/A,78.3,28.19,5.2,27.6,7.14,43.65,Inviabile sanitariamente (>40),Villavicencio,Meta,4.1509,-73.6224,70.5,Intermitente,Nacional,Sin restriccion
2019-04-05,2019,4,2019-T2,Tibitoc,79.6,16.2,6.1,11.2,19.73,10.9,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.719,-74.2463,90.2,Continuo,Regional,Sin restriccion
2021-07-25,2021,7,2021-T3,Chingaza,86.1,22.1,4.9,16.7,17.61,12.34,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7153,-74.2604,91.6,Continuo,Regional,Sin restriccion
2024-03-17,2024,3,2024-T1,Sur,44.2,9.85,1.0,11.2,16.71,2.71,Sin riesgo (0-5),Bogota D.C.,Bogota D.C.,4.6263,-74.0925,95.9,Continuo,Regional,Sin restriccion
2024-05-24,2024,5,2024-T2,N/A,25.0,28.54,2.0,20.0,11.39,41.44,Inviabile sanitariamente (>40),Bello,Antioquia,6.3436,-75.5543,63.0,Intermitente,Nacional,Sin restriccion
2025-10-25,2025,10,2025-T4,Chingaza,55.9,21.61,5.5,14.8,16.1,6.12,Bajo riesgo (5-14),Soacha,Cundinamarca,4.593,-74.2172,94.5,Racionado,Regional,Suspension temporal del racionamiento
2019-10-11,2019,10,2019-T4,N/A,55.9,9.04,0.5,31.8,7.65,19.8,Riesgo medio (14-28),Santa Marta,Magdalena,11.2424,-74.2312,93.8,Continuo,Nacional,Sin restriccion
2020-08-26,2020,8,2020-T3,Chingaza,70.0,24.18,1.4,17.5,18.35,10.95,Bajo riesgo (5-14),Funza,Cundinamarca,4.7183,-74.2156,92.8,Continuo,Regional,Sin restriccion
2025-12-10,2025,12,2025-T4,Sur,49.8,13.75,0.8,15.4,16.6,2.9,Sin riesgo (0-5),Madrid,Cundinamarca,4.7331,-74.2658,95.2,Intermitente,Regional,Suspension temporal del racionamiento
2020-08-25,2020,8,2020-T3,N/A,45.8,7.94,8.2,16.1,7.68,51.69,Inviabile sanitariamente (>40),Tunja,Boyaca,5.5695,-73.3396,44.6,Continuo,Nacional,Sin restriccion
2022-09-20,2022,9,2022-T3,N/A,32.9,3.9,0.2,22.4,7.35,8.84,Bajo riesgo (5-14),Bucaramanga,Santander,7.1299,-73.1462,66.4,Continuo,Nacional,Sin restriccion
2020-07-12,2020,7,2020-T3,Sur,81.8,12.09,5.5,13.8,17.81,14.88,Riesgo medio (14-28),Funza,Cundinamarca,4.7183,-74.207,93.5,Continuo,Regional,Sin restriccion
2022-03-10,2022,3,2022-T1,Sur,79.1,7.79,2.4,14.7,19.66,10.03,Bajo riesgo (5-14),Chia,Cundinamarca,4.8475,-74.0498,96.8,Continuo,Regional,Sin restriccion
2025-01-02,2025,1,2025-T1,Sur,54.2,5.86,3.7,12.5,16.36,9.68,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.6083,-74.0784,92.7,Racionado,Regional,Suspension temporal del racionamiento
2022-03-07,2022,3,2022-T1,Chingaza,60.4,15.33,4.2,12.5,19.14,14.15,Riesgo medio (14-28),Soacha,Cundinamarca,4.572,-74.2204,93.5,Continuo,Regional,Sin restriccion
2023-07-28,2023,7,2023-T3,Tibitoc,57.4,10.48,1.9,14.7,17.08,7.36,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9615,-73.9079,95.1,Continuo,Regional,Sin restriccion
2024-05-23,2024,5,2024-T2,Chingaza,38.8,13.32,1.8,13.1,17.44,8.64,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.6232,-74.0835,93.9,Intermitente,Regional,Racionamiento cada 9 dias
2021-12-29,2021,12,2021-T4,Sur,62.3,14.83,3.1,12.0,16.37,7.78,Bajo riesgo (5-14),Sopo,Cundinamarca,4.768,-73.9262,97.3,Continuo,Regional,Sin restriccion
2024-07-20,2024,7,2024-T3,Tibitoc,44.2,20.43,0.9,14.2,16.67,5.07,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5938,-74.2163,93.1,Continuo,Regional,Racionamiento cada 18 dias
2023-04-29,2023,4,2023-T2,Sur,56.6,13.53,2.3,13.4,19.97,10.09,Bajo riesgo (5-14),Funza,Cundinamarca,4.698,-74.2133,97.8,Continuo,Regional,Sin restriccion
2020-09-24,2020,9,2020-T3,Tibitoc,64.5,25.51,2.1,16.1,16.95,9.84,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.6119,-74.0879,96.8,Continuo,Regional,Sin restriccion
2021-02-01,2021,2,2021-T1,N/A,58.1,12.01,1.0,16.5,5.39,3.81,Sin riesgo (0-5),Tunja,Boyaca,5.5268,-73.3603,69.8,Continuo,Nacional,Sin restriccion
2023-10-10,2023,10,2023-T4,Chingaza,47.8,11.73,3.4,15.1,15.17,-0.85,Bajo riesgo (5-14),Chia,Cundinamarca,4.8379,-74.058,93.5,Continuo,Regional,Sin restriccion
2022-06-15,2022,6,2022-T2,Sur,81.8,23.12,4.5,14.6,18.5,8.8,Bajo riesgo (5-14),Cajica,Cundinamarca,4.9149,-74.0183,91.0,Continuo,Regional,Sin restriccion
2020-05-01,2020,5,2020-T2,N/A,40.3,5.31,4.6,24.0,12.66,5.65,Bajo riesgo (5-14),Valledupar,Cesar,10.4981,-73.2526,61.5,Continuo,Nacional,Sin restriccion
2019-01-10,2019,1,2019-T1,N/A,35.9,11.82,6.1,22.3,11.78,44.58,Inviabile sanitariamente (>40),Pereira,Risaralda,4.7938,-75.6886,70.0,Intermitente,Nacional,Sin restriccion
2019-11-08,2019,11,2019-T4,Sur,56.3,15.4,3.2,16.7,14.85,4.88,Sin riesgo (0-5),Funza,Cundinamarca,4.72,-74.2191,95.8,Continuo,Regional,Sin restriccion
2021-09-15,2021,9,2021-T3,Chingaza,71.9,15.95,2.1,18.3,15.04,13.06,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.6113,-74.0666,95.3,Continuo,Regional,Sin restriccion
2020-10-06,2020,10,2020-T4,Sur,58.2,24.25,,14.7,15.08,7.23,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7522,-73.9134,98.5,Continuo,Regional,Sin restriccion
2024-02-09,2024,2,2024-T1,Tibitoc,30.1,8.8,,11.1,16.95,1.06,Sin riesgo (0-5),Tocancipa,Cundinamarca,4.9665,-73.9106,100,Continuo,Regional,Sin restriccion
2023-12-23,2023,12,2023-T4,N/A,63.9,25.28,6.3,,8.95,49.56,Inviabile sanitariamente (>40),Bello,Antioquia,6.3284,-75.5542,97.3,Intermitente,Nacional,Sin restriccion
2022-10-17,2022,10,2022-T4,N/A,69.5,4.3,0,22.0,9.91,16.22,Riesgo medio (14-28),Cucuta,Norte de Santander,7.9242,-72.5243,54.7,Intermitente,Nacional,Sin restriccion
2024-12-18,2024,12,2024-T4,Chingaza,38.3,16.56,2.4,13.3,15.98,4.23,Sin riesgo (0-5),Tocancipa,Cundinamarca,4.9689,-73.9082,91.3,Sin servicio,Regional,Suspension temporal del racionamiento
2021-06-18,2021,6,2021-T2,N/A,86.3,24.55,8.6,21.4,4.66,24.7,Riesgo medio (14-28),Cucuta,Norte de Santander,7.8753,-72.492,71.8,Continuo,Nacional,Sin restriccion
2025-11-08,2025,11,2025-T4,Sur,51.8,7.52,2.7,15.8,16.46,17.32,Riesgo medio (14-28),Funza,Cundinamarca,4.7163,-74.2219,99.8,Continuo,Regional,Suspension temporal del racionamiento
2020/01/06,2020,1,2020-T1,Tibitoc,60.0,21.38,1.1,14.0,18.34,0.61,Sin riesgo (0-5),Sopo,Cundinamarca,4.7501,-73.9414,96.1,Continuo,Regional,Sin restriccion
2019-09-28,2019,9,2019-T3,Chingaza,64.5,15.19,3.8,17.5,17.12,0,Sin riesgo (0-5),Chia,Cundinamarca,4.8546,-74.0526,96.4,Continuo,Regional,Sin restriccion
2020-08-24,2020,8,2020-T3,Tibitoc,80.2,10.91,3.5,14.4,17.07,10.57,Bajo riesgo (5-14),Chia,Cundinamarca,4.8765,-74.0543,94.5,Continuo,Regional,Sin restriccion
2022-10-15,2022,10,2022-T4,N/A,84.7,23.09,6.7,24.6,3.38,35.17,Alto riesgo (28-40),Barranquilla,Atlantico,10.9728,-74.765,89.3,Continuo,Nacional,Sin restriccion
2023-12-13,2023,12,2023-T4,Tibitoc,38.1,13.85,0.2,17.0,16.09,6.85,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5829,-74.2107,92.3,Continuo,Regional,Sin restriccion
2021-01-10,2021,1,2021-T1,N/A,34.5,4.56,3.9,16.2,14.49,8.9,Bajo riesgo (5-14),Pereira,Risaralda,4.8051,-75.6836,100,Intermitente,Nacional,Sin restriccion
2019-02-20,2019,2,2019-T1,N/A,47.3,27.85,2.3,27.5,2.46,5.58,Bajo riesgo (5-14),Popayan,Cauca,2.4906,-76.6043,60.1,Intermitente,Nacional,Sin restriccion
2025-09-03,2025,9,2025-T3,Sur,49.5,4.78,2.4,18.6,15.01,0.83,Sin riesgo (0-5),Funza,Cundinamarca,4.722,-74.2255,95.5,Sin servicio,Regional,Suspension temporal del racionamiento
2020-06-30,2020,6,2020,N/A,,,,,,,,Peru,,,,63.6,,Global,
2022-08-02,2022,8,2022-T3,N/A,55.7,11.42,7.1,24.5,13.03,38.36,Alto riesgo (28-40),Bucaramanga,Santander,7.1265,-73.1242,92.1,Intermitente,Nacional,Sin restriccion
2022-05-20,2022,5,2022-T2,Chingaza,75.5,10.53,3.3,11.1,18.38,13.94,Bajo riesgo (5-14),Sopo,Cundinamarca,4.767,-73.948,96.1,Continuo,Regional,Sin restriccion
2021-07-19,2021,7,2021-T3,Sur,79.1,8.07,1.2,14.8,18.1,9.34,Bajo riesgo (5-14), Funza,Cundinamarca,4.7137,-74.2274,94.9,Continuo,Regional,Sin restriccion
2024-06-01,2024,6,2024-T2,N/A,77.8,24.1,4.8,17.9,6.46,10.33,Bajo riesgo (5-14),Tunja,Boyaca,5.5347,-73.3693,62.7,Continuo,Nacional,Sin restriccion
2023-01-31,2023,1,2023-T1,N/A,77.9,8.27,5.7,24.3,12.01,38.39,Alto riesgo (28-40),Santa Marta,Magdalena,11.2576,-74.2038,45.6,Continuo,Nacional,Sin restriccion
2022-02-26,2022,2,2022-T1,N/A,66.2,5.56,4.4,19.1,13.85,0.82,Sin riesgo (0-5),Cali,Valle del Cauca,3.4425,-76.5053,75.2,Intermitente,Nacional,Sin restriccion
2024-07-17,2024,7,2024-T3,N/A,58.3,7.53,,12.6,13.26,25.28,Riesgo medio (14-28),Monteria,Cordoba,8.7568,-75.9005,77.7,Intermitente,Nacional,Sin restriccion
2021-07-31,2021,7,2021-T3,Tibitoc,76.3,10.41,1.2,13.7,18.57,6.24,Bajo riesgo (5-14),Funza,Cundinamarca,4.7246,-74.213,95.0,Continuo,Regional,Sin restriccion
2023-05-22,2023,5,2023-T2,Sur,57.7,22.15,2.1,10.0,20.44,8.3,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.7138,-74.2052,94.7,Continuo,Regional,Sin restriccion
2019-02-28,2019,2,2019-T1,N/A,89.4,18.19,1.3,25.3,8.96,4.81,Sin riesgo (0-5),Pereira,Risaralda,4.823,-75.7075,88.3,Continuo,Nacional,Sin restriccion
2020-04-29,2020,4,2020-T2,N/A,49.5,11.88,0.6,18.7,10.05,32.7,Alto riesgo (28-40),Villavicencio,Meta,4.1239,-73.6324,86.1,Continuo,Nacional,Sin restriccion
2023-02-28,2023,2,2023-T1,N/A,37.3,19.9,0.6,22.6,4.66,10.15,Bajo riesgo (5-14),Bucaramanga,Santander,7.0987,-73.1405,91.7,Continuo,Nacional,Sin restriccion
2019-11-27,2019,11,2019-T4,Chingaza,63.4,13.59,3.2,15.8,16.54,8.59,Bajo riesgo (5-14),Chia,Cundinamarca,4.8343,-74.0666,96.1,Continuo,Regional,Sin restriccion
2024-10-23,2024,10,2024-T4,Sur,47.0,5.86,1.6,16.7,13.46,5.39,Bajo riesgo (5-14),Chia,Cundinamarca,4.8563,-74.0606,95.7,Intermitente,Regional,Racionamiento cada 18 dias
2019-11-14,2019,11,2019-T4,N/A,37.0,20.44,8.4,23.8,7.37,27.75,Riesgo medio (14-28),Barranquilla,Atlantico,10.9453,-74.7943,75.2,Intermitente,Nacional,Sin restriccion
2023-06-09,2023,6,2023-T2,Sur,61.5,6.34,0.5,12.6,18.67,5.17,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5695,-74.2108,94.2,Continuo,Regional,Sin restriccion
2022-03-09,2022,3,2022-T1,Sur,74.6,11.5,3.8,13.1,18.66,10.53,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.6049,-74.0775,97.8,Continuo,Regional,Sin restriccion
2021-11-25,2021,11,2021-T4,N/A,60.7,26.32,10.9,20.9,5.09,43.37,Inviabile sanitariamente (>40),Cucuta,Norte de Santander,7.879,-72.466,80.4,Continuo,Nacional,Sin restriccion
2019-03-11,2019,3,2019-T1,N/A,44.8,10.93,9.0,28.6,8.17,17.73,Riesgo medio (14-28),Sincelejo,Sucre,9.2962,-75.4268,70.5,Intermitente,Nacional,Sin restriccion
2020-07-24,2020,7,2020-T3,Sur,86.2,20.66,4.3,14.9,17.38,2.65,Sin riesgo (0-5),Mosquera,Cundinamarca,4.6799,-74.2241,93.8,Continuo,Regional,Sin restriccion
2024-04-02,2024,4,2024-T2,Chingaza,40.5,18.16,2.4,14.2,16.84,5.85,Bajo riesgo (5-14),Chia,Cundinamarca,4.8298,-74.0536,94.0,Continuo,Regional,Racionamiento cada 9 dias
2021-03-08,2021,3,2021-T1,Tibitoc,69.8,7.9,6.9,10.4,18.95,2.64,Sin riesgo (0-5),Chia,Cundinamarca,4.8461,-74.0571,94.4,Continuo,Regional,Sin restriccion
2022-06-20,2022,6,2022-T2,Tibitoc,78.9,19.97,1.8,11.7,17.77,8.28,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.6975,-74.218,96.7,Continuo,Regional,Sin restriccion
2023-06-06,2023,6,2023-T2,Chingaza,71.0,6.89,0.5,16.0,18.41,6.83,Bajo riesgo (5-14),Chia,Cundinamarca,4.8485,-74.0549,93.7,Continuo,Regional,Sin restriccion
2025-08-16,2025,8,2025-T3,Chingaza,63.8,7.19,0.8,15.6,16.23,12.29,Bajo riesgo (5-14),Cajica,Cundinamarca,4.9326,-74.0371,94.1,Sin servicio,Regional,Suspension temporal del racionamiento
2024-02-11,2024,2,2024-T1,Chingaza,40.1,6.6,0,11.6,16.81,6.21,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5812,-74.2089,89.9,Continuo,Regional,Sin restriccion
2020-10-09,2020,10,2020-T4,Tibitoc,62.4,9.99,3.1,15.9,16.81,2.33,Sin riesgo (0-5),Chia,Cundinamarca,4.8534,-74.051,94.2,Continuo,Regional,Sin restriccion
2021-02-21,2021,2,2021-T1,N/A,24.8,19.24,,21.9,4.12,14.58,Riesgo medio (14-28),Manizales,Caldas,5.1064,-75.5603,82.0,Intermitente,Nacional,Sin restriccion
2019-01-20,2019,1,2019-T1,Chingaza,60.4,7.65,0.9,10.9,19.58,9.97,Bajo riesgo (5-14),Cajica,Cundinamarca,4.924,-74.0243,94.9,Continuo,Regional,Sin restriccion
2025-07-01,2025,7,2025-T3,Tibitoc,63.9,16.74,1.5,16.1,18.65,6.67,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.7068,-74.2457,93.4,Continuo,Regional,Suspension temporal del racionamiento
2019-01-05,2019,1,2019-T1,N/A,29.9,12.42,4.9,25.4,5.7,51.67,Inviabile sanitariamente (>40),Bello,Antioquia,6.3455,-75.5852,83.7,Intermitente,Nacional,Sin restriccion
2020-09-08,2020,9,2020-T3,N/A,36.6,20.96,3.2,17.7,8.19,0.41,Sin riesgo (0-5),Neiva,Huila,2.9196,-75.2782,86.5,Intermitente,Nacional,Sin restriccion
2024-03-22,2024,3,2024-T1,N/A,60.5,3.63,5.1,28.0,14.01,3.31,Sin riesgo (0-5),Santa Marta,Magdalena,11.2453,-74.2071,74.4,Continuo,Nacional,Sin restriccion
2025-11-04,2025,11,2025-T4,N/A,64.6,8.82,2.4,21.2,14.05,8.28,Bajo riesgo (5-14),Pereira,Risaralda,4.8402,-75.702,99.6,Intermitente,Nacional,Sin restriccion
2019-11-14,2019,11,2019-T4,Chingaza,65.5,17.84,3.2,15.3,15.92,11.19,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5698,-74.2152,97.9,Continuo,Regional,Sin restriccion
2023-08-23,2023,8,2023-T3,N/A,44.4,15.93,3.6,23.0,5.53,42.27,Inviabile sanitariamente (>40),Popayan,Cauca,2.4321,-76.626,68.7,Intermitente,Nacional,Sin restriccion
2023-12-01,2023,12,2023-T4,Chingaza,43.8,19.29,0.4,17.3,16.02,0,Sin riesgo (0-5),Funza,Cundinamarca,4.7144,-74.2255,93.8,Continuo,Regional,Sin restriccion
2021-04-05,2021,4,2021-T2,Chingaza,79.2,9.97,3.5,10.8,18.35,10.72,Bajo riesgo (5-14),Chia,Cundinamarca,4.8461,-74.0509,92.9,Continuo,Regional,Sin restriccion
2020-10-25,2020,10,2020-T4,Sur,64.8,18.66,3.1,14.9,16.85,8.92,Bajo riesgo (5-14),Chia,Cundinamarca,4.8634,-74.0641,97.1,Continuo,Regional,Sin restriccion
2021-07-14,2021,7,2021-T3,Chingaza,83.6,10.32,1.2,14.6,18.58,5.84,Bajo riesgo (5-14),Chia,Cundinamarca,4.8753,-74.0457,93.7,Continuo,Regional,Sin restriccion
2024-12-10,2024,12,2024-T4,N/A,68.0,19.13,6.0,10,10.14,13.25,Bajo riesgo (5-14),Barranquilla,Atlantico,10.9842,-74.7878,79.7,Continuo,Nacional,Sin restriccion
2021-09-25,2021,9,2021-T3,Tibitoc,72.3,21.39,2.1,16.2,16.89,8.37,Bajo riesgo (5-14),Chia,Cundinamarca,4.8676,-74.0652,100,Continuo,Regional,Sin restriccion
2025-03-27,2025,3,2025-T1,N/A,46.4,5.21,6.7,18.3,7.2,45.71,Inviabile sanitariamente (>40),Bello,Antioquia,6.3483,-75.5886,100,Intermitente,Nacional,Sin restriccion
2022-09-06,2022,9,2022-T3,Tibitoc,67.4,16.97,2.8,,16.07,1.79,Sin riesgo (0-5),Cajica,Cundinamarca,4.9156,-74.022,95.0,Continuo,Regional,Sin restriccion
2020-05-24,2020,5,2020-T2,Chingaza,78.1,6.53,3.3,11.5,19.01,8.59,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7658,-73.9301,98.7,Continuo,Regional,Sin restriccion
